,School,Details,Adress,Summary Rating,Rating Class,Type,Grades,Total students enrolled,Students per teacher,Number of Reviews,Reviews,Test Scores Rating,Student Progress Rating,College Readiness Rating,Equity Overview Rating
0,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
1,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
2,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
3,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
4,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
5,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
6,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
7,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
8,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
9,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
10,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
11,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
12,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
13,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
14,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
15,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
16,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
17,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
18,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
19,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
20,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
21,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
22,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
23,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
24,Bedford Stuyvesant New Beginnings Charter School,https://www.greatschools.org/new-york/brooklyn/13485-Bedford-Stuyvesant-New-Beginnings-Charter-School/,"82 Lewis Avenue, Brooklyn, NY, 11206",9,Above average,Public charter,K-8,702,10:1,3 Reviews,2.7,8,8.0,,10
25,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
26,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
27,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
28,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
29,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
30,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
31,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
32,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
33,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
34,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
35,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
36,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
37,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
38,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
39,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
40,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
41,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
42,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
43,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
44,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
45,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
46,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
47,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
48,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
49,Ps 397 Foster Laurie,https://www.greatschools.org/new-york/brooklyn/2763-Ps-397-Foster-Laurie/,"490 Fenimore Street, Brooklyn, NY, 11203",9,Above average,Public district,"PK, K-5",186,9:1,7 Reviews,3.9,7,10.0,,8
50,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
51,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
52,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
53,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
54,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
55,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
56,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
57,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
58,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
59,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
60,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
61,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
62,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
63,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
64,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
65,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
66,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
67,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
68,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
69,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
70,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
71,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
72,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
73,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
74,Brooklyn Landmark Elementary School,https://www.greatschools.org/new-york/brooklyn/18103-Brooklyn-Landmark-Elementary-School/,"251 Macdougal Street, Brooklyn, NY, 11233",8,Above average,Public district,"PK, K-5",380,12:1,1 Review,1.0,8,8.0,,9
75,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
76,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
77,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
78,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
79,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
80,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
81,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
82,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
83,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
84,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
85,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
86,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
87,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
88,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
89,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
90,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
91,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
92,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
93,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
94,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
95,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
96,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
97,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
98,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
99,Ps 130 Hernando De Soto,https://www.greatschools.org/new-york/new-york/2438-Ps-130-Hernando-De-Soto/,"143 Baxter Street, New York, NY, 10013",8,Above average,Public district,"PK, K-5",856,15:1,23 Reviews,4.0,9,6.0,,10
100,Academy of Finance and Enterprise,https://www.greatschools.org/new-york/queens/8303-Academy-Of-Finance-And-Enterprise/,"30-20 THOMSON AVE, Queens, NY, 11101",8,Above average,Public district,9-12 & Ungraded,646,18:1,4 Reviews,3.8,8,,9.0,8
101,Academy of Finance and Enterprise,https://www.greatschools.org/new-york/queens/8303-Academy-Of-Finance-And-Enterprise/,"30-20 THOMSON AVE, Queens, NY, 11101",8,Above average,Public district,9-12 & Ungraded,646,18:1,4 Reviews,3.8,8,,9.0,8
102,Academy of Finance and Enterprise,https://www.greatschools.org/new-york/queens/8303-Academy-Of-Finance-And-Enterprise/,"30-20 THOMSON AVE, Queens, NY, 11101",8,Above average,Public district,9-12 & Ungraded,646,18:1,4 Reviews,3.8,8,,9.0,8
103,Academy of Finance and Enterprise,https://www.greatschools.org/new-york/queens/8303-Academy-Of-Finance-And-Enterprise/,"30-20 THOMSON AVE, Queens, NY, 11101",8,Above average,Public district,9-12 & Ungraded,646,18:1,4 Reviews,3.8,8,,9.0,8
104,Academy of Finance and Enterprise,https://www.greatschools.org/new-york/queens/8303-Academy-Of-Finance-And-Enterprise/,"30-20 THOMSON AVE, Queens, NY, 11101",8,Above average,Public district,9-12 & Ungraded,646,18:1,4 Reviews,3.8,8,,9.0,8
105,Academy of Finance and Enterprise,https://www.greatschools.org/new-york/queens/8303-Academy-Of-Finance-And-Enterprise/,"30-20 THOMSON AVE, Queens, NY, 11101",8,Above average,Public district,9-12 & Ungraded,646,18:1,4 Reviews,3.8,8,,9.0,8
106,Academy of Finance and Enterprise,https://www.greatschools.org/new-york/queens/8303-Academy-Of-Finance-And-Enterprise/,"30-20 THOMSON AVE, Queens, NY, 11101",8,Above average,Public district,9-12 & Ungraded,646,18:1,4 Reviews,3.8,8,,9.0,8
