,School,Details,Adress,Summary Rating,Rating Class,Type,Grades,Total students enrolled,Students per teacher,Number of Reviews,Reviews,Test Scores Rating,Student Progress Rating,College Readiness Rating,Equity Overview Rating
416,School Of Science And Technology,https://www.greatschools.org/new-york/brooklyn/2507-School-Of-Science-And-Technology/,"725 East 23rd Street, Brooklyn, NY, 11210",4,Below average,Public district,"PK, K-5",654,13:1,3 Reviews,4.3,4,4.0,,3
417,School Of Science And Technology,https://www.greatschools.org/new-york/brooklyn/2507-School-Of-Science-And-Technology/,"725 East 23rd Street, Brooklyn, NY, 11210",4,Below average,Public district,"PK, K-5",654,13:1,3 Reviews,4.3,4,4.0,,3
418,School Of Science And Technology,https://www.greatschools.org/new-york/brooklyn/2507-School-Of-Science-And-Technology/,"725 East 23rd Street, Brooklyn, NY, 11210",4,Below average,Public district,"PK, K-5",654,13:1,3 Reviews,4.3,4,4.0,,3
419,School Of Science And Technology,https://www.greatschools.org/new-york/brooklyn/2507-School-Of-Science-And-Technology/,"725 East 23rd Street, Brooklyn, NY, 11210",4,Below average,Public district,"PK, K-5",654,13:1,3 Reviews,4.3,4,4.0,,3
420,School Of Science And Technology,https://www.greatschools.org/new-york/brooklyn/2507-School-Of-Science-And-Technology/,"725 East 23rd Street, Brooklyn, NY, 11210",4,Below average,Public district,"PK, K-5",654,13:1,3 Reviews,4.3,4,4.0,,3
421,School Of Science And Technology,https://www.greatschools.org/new-york/brooklyn/2507-School-Of-Science-And-Technology/,"725 East 23rd Street, Brooklyn, NY, 11210",4,Below average,Public district,"PK, K-5",654,13:1,3 Reviews,4.3,4,4.0,,3
422,School Of Science And Technology,https://www.greatschools.org/new-york/brooklyn/2507-School-Of-Science-And-Technology/,"725 East 23rd Street, Brooklyn, NY, 11210",4,Below average,Public district,"PK, K-5",654,13:1,3 Reviews,4.3,4,4.0,,3
423,School Of Science And Technology,https://www.greatschools.org/new-york/brooklyn/2507-School-Of-Science-And-Technology/,"725 East 23rd Street, Brooklyn, NY, 11210",4,Below average,Public district,"PK, K-5",654,13:1,3 Reviews,4.3,4,4.0,,3
424,School Of Science And Technology,https://www.greatschools.org/new-york/brooklyn/2507-School-Of-Science-And-Technology/,"725 East 23rd Street, Brooklyn, NY, 11210",4,Below average,Public district,"PK, K-5",654,13:1,3 Reviews,4.3,4,4.0,,3
425,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
426,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
427,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
428,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
429,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
430,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
431,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
432,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
433,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
434,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
435,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
436,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
437,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
438,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
439,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
440,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
441,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
442,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
443,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
444,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
445,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
446,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
447,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
448,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
449,Ps 64 Robert Simon,https://www.greatschools.org/new-york/new-york/6469-Ps-64-Robert-Simon/,"600 East 6th Street, New York, NY, 10009",4,Below average,Public district,"PK, K-5",225,10:1,18 Reviews,3.9,2,6.0,,4
450,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
451,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
452,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
453,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
454,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
455,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
456,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
457,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
458,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
459,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
460,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
461,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
462,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
463,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
464,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
465,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
466,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
467,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
468,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
469,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
470,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
471,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
472,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
473,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
474,Brooklyn High School Law And Tech,https://www.greatschools.org/new-york/brooklyn/13467-Brooklyn-High-School-Law-And-Tech/,"1396 Broadway, Brooklyn, NY, 11221",3,Below average,Public district,9-12,601,15:1,1 Review,1.0,3,,3.0,3
475,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
476,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
477,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
478,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
479,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
480,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
481,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
482,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
483,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
484,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
485,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
486,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
487,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
488,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
489,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
490,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
491,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
492,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
493,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
494,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
495,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
496,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
497,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
498,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
499,Ps 5 Dr Ronald Mcnair,https://www.greatschools.org/new-york/brooklyn/2038-Ps-5-Dr-Ronald-Mcnair/,"820 Hancock Street, Brooklyn, NY, 11233",3,Below average,Public district,"PK, K-5 & Ungraded",213,11:1,5 Reviews,3.8,5,1.0,,4
